TaskID,ProjectID,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13
TK000213,PJ0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000214,PJ0023,109232.49,109232.49,109232.49,109232.49,109232.49,109232.49,109232.49,109232.49,109232.49,109232.49,109232.49,109232.49,109232.54
TK000215,PJ0023,1970.71,2533.78,3096.84,3659.9,4222.96,4786.02,5349.08,5912.14,6475.2,7038.27,7601.33,8164.39,8727.45
TK000216,PJ0023,21373.73,27480.51,33587.29,39694.07,45800.85,51907.63,58014.41,64121.19,70227.97,76334.75,82441.53,88548.31,94655.08
TK000217,PJ0023,6001.09,6001.09,6001.09,6001.09,6001.09,6001.09,6001.09,6001.09,6001.09,6001.09,6001.09,6001.09,6001.04
TK000218,PJ0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000219,PJ0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000220,PJ0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000221,PJ0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000222,PJ0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000223,PJ0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000224,PJ0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000225,PJ0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000226,PJ0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000227,PJ0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000228,PJ0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000229,PJ0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000230,PJ0025,29310.01,37684.3,46058.59,54432.87,62807.16,71181.45,79555.74,87930.03,96304.32,104678.61,113052.89,121427.18,129801.47
TK000231,PJ0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000232,PJ0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000233,PJ0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000234,PJ0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000235,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000236,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000237,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000238,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000239,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000240,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000241,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000242,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000243,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000244,PJ0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000245,PJ0027,2197.52,2053.42,1909.32,1765.22,1621.12,1477.02,1332.92,1188.82,1044.72,900.62,756.52,612.42,468.35
TK000246,PJ0027,1236.82,1590.2,1943.58,2296.95,2650.33,3003.71,3357.08,3710.46,4063.84,4417.22,4770.59,5123.97,5477.35
TK000247,PJ0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000248,PJ0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000249,PJ0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000250,PJ0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000251,PJ0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000252,PJ0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000253,PJ0028,3501.67,3501.67,3501.67,3501.67,3501.67,3501.67,3501.67,3501.67,3501.67,3501.67,3501.67,3501.67,3501.63
TK000254,PJ0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000255,PJ0028,1317.05,1693.35,2069.65,2445.95,2822.25,3198.55,3574.85,3951.15,4327.45,4703.75,5080.05,5456.35,5832.67
TK000256,PJ0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000257,PJ0028,1240.1,1240.1,1240.1,1240.1,1240.1,1240.1,1240.1,1240.1,1240.1,1240.1,1240.1,1240.1,1240.13
TK000258,PJ0028,805922.26,753074.89,700227.53,647380.17,594532.81,541685.45,488838.09,435990.73,383143.37,330296.01,277448.65,224601.28,171753.92
TK000259,PJ0029,53.13,68.3,83.48,98.66,113.84,129.02,144.2,159.38,174.56,189.73,204.91,220.09,235.27
TK000260,PJ0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000261,PJ0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000262,PJ0029,23208.4,21686.54,20164.67,18642.81,17120.95,15599.09,14077.22,12555.36,11033.5,9511.64,7989.78,6467.91,4946.05
TK000263,PJ0029,299533.85,279892.28,260250.72,240609.16,220967.59,201326.03,181684.46,162042.9,142401.34,122759.77,103118.21,83476.65,63835.08
TK000264,PJ0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000265,PJ0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000266,PJ0029,69756.68,89687.16,109617.64,129548.12,149478.61,169409.09,189339.57,209270.05,229200.53,249131.01,269061.49,288991.97,308922.45
TK000267,PJ0029,60502.69,60502.69,60502.69,60502.69,60502.69,60502.69,60502.69,60502.69,60502.69,60502.69,60502.69,60502.69,60502.67
TK000268,PJ0030,249.85,397.5,545.14,692.78,840.42,988.06,1135.7,988.06,840.42,692.78,545.14,397.5,249.83
TK000269,PJ0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000270,PJ0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000271,PJ0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000272,PJ0030,5499.77,5139.12,4778.48,4417.84,4057.2,3696.56,3335.92,2975.28,2614.64,2254.0,1893.36,1532.72,1172.11
TK000273,PJ0030,4211.65,4211.65,4211.65,4211.65,4211.65,4211.65,4211.65,4211.65,4211.65,4211.65,4211.65,4211.65,4211.7
TK000274,PJ0030,763.34,1214.4,1665.47,2116.53,2567.6,3018.66,3469.73,3018.66,2567.6,2116.53,1665.47,1214.4,763.36
TK000275,PJ0030,9189.22,9189.22,9189.22,9189.22,9189.22,9189.22,9189.22,9189.22,9189.22,9189.22,9189.22,9189.22,9189.2
TK000276,PJ0030,165335.76,263034.17,360732.57,458430.98,556129.39,653827.79,751526.2,653827.79,556129.39,458430.98,360732.57,263034.17,165335.77
TK000277,PJ0030,437561.2,408868.66,380176.13,351483.59,322791.05,294098.51,265405.97,236713.44,208020.9,179328.36,150635.82,121943.29,93250.75
TK000278,PJ0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000279,PJ0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000280,PJ0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000281,PJ0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000282,PJ0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000283,PJ0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000284,PJ0031,381391.54,381391.54,381391.54,381391.54,381391.54,381391.54,381391.54,381391.54,381391.54,381391.54,381391.54,381391.54,381391.51
TK000285,PJ0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000286,PJ0031,155743.96,145531.24,135318.52,125105.81,114893.09,104680.37,94467.65,84254.93,74042.21,63829.49,53616.77,43404.06,33191.34
TK000287,PJ0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000288,PJ0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000289,PJ0032,2371.24,3772.43,5173.61,6574.8,7975.99,9377.17,10778.36,9377.17,7975.99,6574.8,5173.61,3772.43,2371.23
TK000290,PJ0032,4262.87,5480.83,6698.79,7916.75,9134.71,10352.68,11570.64,12788.6,14006.56,15224.52,16442.49,17660.45,18878.41
TK000291,PJ0032,9147.68,14553.12,19958.57,25364.01,30769.46,36174.91,41580.35,36174.91,30769.46,25364.01,19958.57,14553.12,9147.68
TK000292,PJ0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000293,PJ0032,111.87,143.83,175.79,207.76,239.72,271.68,303.64,335.61,367.57,399.53,431.49,463.46,495.43
TK000294,PJ0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000295,PJ0032,1810.99,2881.12,3951.25,5021.38,6091.51,7161.64,8231.77,7161.64,6091.51,5021.38,3951.25,2881.12,1811.0
TK000296,PJ0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000297,PJ0032,15058.86,15058.86,15058.86,15058.86,15058.86,15058.86,15058.86,15058.86,15058.86,15058.86,15058.86,15058.86,15058.81
TK000298,PJ0032,26063.77,33510.56,40957.35,48404.14,55850.93,63297.72,70744.51,78191.3,85638.09,93084.88,100531.67,107978.46,115425.2
TK000299,PJ0032,1965.8,3127.41,4289.02,5450.63,6612.24,7773.85,8935.46,7773.85,6612.24,5450.63,4289.02,3127.41,1965.81
TK000300,PJ0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000301,PJ0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000302,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000303,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000304,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000305,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000306,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000307,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000308,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000309,PJ0033,13798.69,13798.69,13798.69,13798.69,13798.69,13798.69,13798.69,13798.69,13798.69,13798.69,13798.69,13798.69,13798.63
TK000310,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000311,PJ0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000312,PJ0034,1230.75,1958.01,2685.27,3412.53,4139.79,4867.05,5594.31,4867.05,4139.79,3412.53,2685.27,1958.01,1230.73
TK000313,PJ0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000314,PJ0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000315,PJ0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000316,PJ0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000317,PJ0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000318,PJ0034,51285.11,51285.11,51285.11,51285.11,51285.11,51285.11,51285.11,51285.11,51285.11,51285.11,51285.11,51285.11,51285.05
TK000319,PJ0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000320,PJ0034,35095.18,35095.18,35095.18,35095.18,35095.18,35095.18,35095.18,35095.18,35095.18,35095.18,35095.18,35095.18,35095.24
TK000321,PJ0035,2074.41,3300.2,4525.99,5751.78,6977.57,8203.36,9429.15,8203.36,6977.57,5751.78,4525.99,3300.2,2074.45
TK000322,PJ0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000323,PJ0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000324,PJ0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000325,PJ0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000326,PJ0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000327,PJ0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000328,PJ0036,9463.18,9463.18,9463.18,9463.18,9463.18,9463.18,9463.18,9463.18,9463.18,9463.18,9463.18,9463.18,9463.2
TK000329,PJ0036,36142.99,33772.96,31402.93,29032.9,26662.86,24292.83,21922.8,19552.77,17182.74,14812.7,12442.67,10072.64,7702.61
TK000330,PJ0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000331,PJ0036,16261.61,15195.28,14128.94,13062.61,11996.27,10929.94,9863.6,8797.26,7730.93,6664.59,5598.26,4531.92,3465.59
TK000332,PJ0036,181977.16,289509.12,397041.09,504573.05,612105.01,719636.97,827168.93,719636.97,612105.01,504573.05,397041.09,289509.12,181977.15
TK000333,PJ0036,2014.68,2590.3,3165.92,3741.54,4317.17,4892.79,5468.41,6044.03,6619.65,7195.28,7770.9,8346.52,8922.13
TK000334,PJ0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000335,PJ0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000336,PJ0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000337,PJ0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000338,PJ0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000339,PJ0037,10971.76,10971.76,10971.76,10971.76,10971.76,10971.76,10971.76,10971.76,10971.76,10971.76,10971.76,10971.76,10971.78
TK000340,PJ0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000341,PJ0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000342,PJ0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000343,PJ0037,64550.5,64550.5,64550.5,64550.5,64550.5,64550.5,64550.5,64550.5,64550.5,64550.5,64550.5,64550.5,64550.55
TK000344,PJ0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000345,PJ0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000346,PJ0037,79136.72,125899.33,172661.94,219424.55,266187.16,312949.76,359712.37,312949.76,266187.16,219424.55,172661.94,125899.33,79136.72
TK000347,PJ0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000348,PJ0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000349,PJ0038,648.32,833.55,1018.79,1204.02,1389.26,1574.49,1759.72,1944.96,2130.19,2315.43,2500.66,2685.89,2871.12
TK000350,PJ0038,3449.47,4435.04,5420.6,6406.16,7391.73,8377.29,9362.86,10348.42,11333.98,12319.55,13305.11,14290.68,15276.24
TK000351,PJ0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000352,PJ0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000353,PJ0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000354,PJ0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000355,PJ0038,23666.74,22114.82,20562.9,19010.99,17459.07,15907.15,14355.23,12803.32,11251.4,9699.48,8147.57,6595.65,5043.72
TK000356,PJ0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000357,PJ0038,13214.77,13214.77,13214.77,13214.77,13214.77,13214.77,13214.77,13214.77,13214.77,13214.77,13214.77,13214.77,13214.82
TK000358,PJ0038,54283.75,86360.51,118437.27,150514.03,182590.79,214667.55,246744.31,214667.55,182590.79,150514.03,118437.27,86360.51,54283.77
TK000359,PJ0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000360,PJ0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000361,PJ0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000362,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000363,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000364,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000365,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000366,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000367,PJ0039,77555.59,77555.59,77555.59,77555.59,77555.59,77555.59,77555.59,77555.59,77555.59,77555.59,77555.59,77555.59,77555.64
TK000368,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000369,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000370,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000371,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000372,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000373,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000374,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000375,PJ0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000376,PJ0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000377,PJ0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000378,PJ0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000379,PJ0040,182603.7,182603.7,182603.7,182603.7,182603.7,182603.7,182603.7,182603.7,182603.7,182603.7,182603.7,182603.7,182603.72
TK000380,PJ0040,324918.41,516915.65,708912.89,900910.13,1092907.37,1284904.6,1476901.84,1284904.6,1092907.37,900910.13,708912.89,516915.65,324918.38
TK000381,PJ0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000382,PJ0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000383,PJ0040,6831.53,6831.53,6831.53,6831.53,6831.53,6831.53,6831.53,6831.53,6831.53,6831.53,6831.53,6831.53,6831.58
TK000384,PJ0041,8828.85,8249.91,7670.97,7092.03,6513.09,5934.15,5355.21,4776.26,4197.32,3618.38,3039.44,2460.5,1881.57
TK000385,PJ0041,17323.46,17323.46,17323.46,17323.46,17323.46,17323.46,17323.46,17323.46,17323.46,17323.46,17323.46,17323.46,17323.4
TK000386,PJ0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000387,PJ0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000388,PJ0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000389,PJ0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000390,PJ0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000391,PJ0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000392,PJ0041,43.21,43.21,43.21,43.21,43.21,43.21,43.21,43.21,43.21,43.21,43.21,43.21,43.23
TK000393,PJ0042,2632.59,2459.96,2287.33,2114.7,1942.07,1769.44,1596.82,1424.19,1251.56,1078.93,906.3,733.67,561.04
TK000394,PJ0042,5577.56,7171.15,8764.74,10358.32,11951.91,13545.5,15139.09,16732.68,18326.27,19919.86,21513.44,23107.03,24700.62
TK000395,PJ0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000396,PJ0042,15700.95,14671.38,13641.81,12612.24,11582.67,10553.1,9523.53,8493.96,7464.39,6434.82,5405.25,4375.68,3346.11
TK000397,PJ0042,611.41,786.1,960.79,1135.48,1310.17,1484.86,1659.55,1834.24,2008.92,2183.61,2358.3,2532.99,2707.68
TK000398,PJ0042,796.77,1024.41,1252.06,1479.71,1707.36,1935.0,2162.65,2390.3,2617.95,2845.6,3073.24,3300.89,3528.54
TK000399,PJ0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000400,PJ0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000401,PJ0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000402,PJ0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000403,PJ0043,485.36,772.16,1058.97,1345.77,1632.57,1919.38,2206.18,1919.38,1632.57,1345.77,1058.97,772.16,485.36
TK000404,PJ0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000405,PJ0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000406,PJ0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000407,PJ0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000408,PJ0043,12945.68,20595.4,28245.12,35894.83,43544.55,51194.27,58843.99,51194.27,43544.55,35894.83,28245.12,20595.4,12945.68
TK000409,PJ0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000410,PJ0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000411,PJ0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000412,PJ0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000413,PJ0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000414,PJ0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000415,PJ0044,88883.58,141405.7,193927.82,246449.93,298972.05,351494.17,404016.28,351494.17,298972.05,246449.93,193927.82,141405.7,88883.58
TK000416,PJ0044,16077.97,25578.58,35079.2,44579.82,54080.43,63581.05,73081.67,63581.05,54080.43,44579.82,35079.2,25578.58,16077.97
TK000417,PJ0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000418,PJ0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK000419,PJ0044,27093.86,25317.21,23540.57,21763.92,19987.27,18210.63,16433.98,14657.33,12880.69,11104.04,9327.39,7550.75,5774.12
TK000420,PJ0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
