EventID,ServiceID,Reason,ReasonGroup,DelayMinutes
DE000630,SV00535,Track fault,Infrastructure,3
DE000631,SV00536,Points failure,Infrastructure,10
DE000632,SV00536,Staffing,Operations,66
DE000633,SV00537,Weather,External,2
DE000634,SV00537,Congestion,Network,1
DE000635,SV00538,Track fault,Infrastructure,59
DE000636,SV00539,Staffing,Operations,37
DE000637,SV00541,Rolling stock,Fleet,1
DE000638,SV00541,Passenger incident,External,2
DE000639,SV00543,Staffing,Operations,5
DE000640,SV00543,Weather,External,19
DE000641,SV00545,Weather,External,13
DE000642,SV00546,Track fault,Infrastructure,48
DE000643,SV00547,Rolling stock,Fleet,34
DE000644,SV00548,Points failure,Infrastructure,6
DE000645,SV00548,Signal failure,Infrastructure,14
DE000646,SV00551,Track fault,Infrastructure,8
DE000647,SV00552,Rolling stock,Fleet,1
DE000648,SV00552,Congestion,Network,3
DE000649,SV00555,Points failure,Infrastructure,10
DE000650,SV00555,Points failure,Infrastructure,31
DE000651,SV00556,Signal failure,Infrastructure,25
DE000652,SV00557,Weather,External,13
DE000653,SV00558,Passenger incident,External,2
DE000654,SV00558,Rolling stock,Fleet,1
DE000655,SV00559,Congestion,Network,2
DE000656,SV00559,Points failure,Infrastructure,1
DE000657,SV00560,Passenger incident,External,2
DE000658,SV00560,Signal failure,Infrastructure,1
DE000659,SV00561,Congestion,Network,24
DE000660,SV00564,Congestion,Network,24
DE000661,SV00565,Weather,External,1
DE000662,SV00565,Passenger incident,External,2
DE000663,SV00566,Congestion,Network,19
DE000664,SV00566,Rolling stock,Fleet,7
DE000665,SV00567,Passenger incident,External,14
DE000666,SV00567,Staffing,Operations,5
DE000667,SV00571,Congestion,Network,52
DE000668,SV00572,Congestion,Network,35
DE000669,SV00572,Rolling stock,Fleet,8
DE000670,SV00573,Signal failure,Infrastructure,13
DE000671,SV00573,Passenger incident,External,19
DE000672,SV00574,Congestion,Network,29
DE000673,SV00575,Congestion,Network,37
DE000674,SV00577,Rolling stock,Fleet,15
DE000675,SV00578,Passenger incident,External,84
DE000676,SV00579,Congestion,Network,3
DE000677,SV00579,Rolling stock,Fleet,43
DE000678,SV00580,Rolling stock,Fleet,17
DE000679,SV00581,Staffing,Operations,6
DE000680,SV00582,Congestion,Network,20
DE000681,SV00584,Staffing,Operations,10
DE000682,SV00585,Rolling stock,Fleet,14
DE000683,SV00585,Signal failure,Infrastructure,4
DE000684,SV00586,Staffing,Operations,10
DE000685,SV00587,Staffing,Operations,3
DE000686,SV00588,Rolling stock,Fleet,74
DE000687,SV00588,Passenger incident,External,5
DE000688,SV00589,Track fault,Infrastructure,18
DE000689,SV00589,Weather,External,1
DE000690,SV00590,Signal failure,Infrastructure,56
DE000691,SV00591,Signal failure,Infrastructure,51
DE000692,SV00593,Rolling stock,Fleet,15
DE000693,SV00594,Weather,External,9
DE000694,SV00594,Weather,External,34
DE000695,SV00595,Staffing,Operations,5
DE000696,SV00595,Points failure,Infrastructure,15
DE000697,SV00596,Staffing,Operations,30
DE000698,SV00597,Points failure,Infrastructure,42
DE000699,SV00597,Rolling stock,Fleet,2
DE000700,SV00598,Passenger incident,External,2
DE000701,SV00598,Staffing,Operations,9
DE000702,SV00599,Rolling stock,Fleet,9
DE000703,SV00599,Weather,External,6
DE000704,SV00601,Staffing,Operations,23
DE000705,SV00602,Track fault,Infrastructure,9
DE000706,SV00603,Points failure,Infrastructure,18
DE000707,SV00605,Track fault,Infrastructure,18
DE000708,SV00606,Points failure,Infrastructure,2
DE000709,SV00606,Weather,External,41
DE000710,SV00607,Staffing,Operations,18
DE000711,SV00608,Congestion,Network,9
DE000712,SV00609,Congestion,Network,11
DE000713,SV00609,Congestion,Network,18
DE000714,SV00611,Track fault,Infrastructure,18
DE000715,SV00611,Rolling stock,Fleet,17
DE000716,SV00612,Staffing,Operations,5
DE000717,SV00613,Congestion,Network,56
DE000718,SV00614,Weather,External,4
DE000719,SV00614,Congestion,Network,1
DE000720,SV00615,Rolling stock,Fleet,11
DE000721,SV00616,Passenger incident,External,7
DE000722,SV00616,Track fault,Infrastructure,40
DE000723,SV00618,Staffing,Operations,7
DE000724,SV00618,Signal failure,Infrastructure,26
DE000725,SV00619,Track fault,Infrastructure,12
DE000726,SV00621,Rolling stock,Fleet,23
DE000727,SV00621,Points failure,Infrastructure,33
DE000728,SV00622,Rolling stock,Fleet,17
DE000729,SV00622,Signal failure,Infrastructure,18
DE000730,SV00623,Rolling stock,Fleet,9
DE000731,SV00626,Points failure,Infrastructure,26
DE000732,SV00627,Signal failure,Infrastructure,12
DE000733,SV00627,Weather,External,7
DE000734,SV00628,Passenger incident,External,6
DE000735,SV00628,Passenger incident,External,17
DE000736,SV00630,Passenger incident,External,33
DE000737,SV00630,Staffing,Operations,19
DE000738,SV00631,Points failure,Infrastructure,5
DE000739,SV00631,Weather,External,1
DE000740,SV00632,Congestion,Network,10
DE000741,SV00632,Points failure,Infrastructure,8
DE000742,SV00634,Congestion,Network,3
DE000743,SV00634,Congestion,Network,15
DE000744,SV00637,Congestion,Network,14
DE000745,SV00638,Signal failure,Infrastructure,36
DE000746,SV00639,Staffing,Operations,21
DE000747,SV00640,Signal failure,Infrastructure,7
DE000748,SV00640,Rolling stock,Fleet,2
DE000749,SV00641,Passenger incident,External,17
DE000750,SV00641,Congestion,Network,13
DE000751,SV00643,Signal failure,Infrastructure,10
DE000752,SV00643,Weather,External,2
DE000753,SV00644,Points failure,Infrastructure,5
DE000754,SV00645,Weather,External,34
DE000755,SV00645,Signal failure,Infrastructure,3
DE000756,SV00646,Rolling stock,Fleet,11
DE000757,SV00646,Weather,External,2
DE000758,SV00648,Congestion,Network,10
DE000759,SV00649,Rolling stock,Fleet,12
DE000760,SV00649,Signal failure,Infrastructure,5
DE000761,SV00652,Passenger incident,External,13
DE000762,SV00652,Rolling stock,Fleet,4
DE000763,SV00653,Congestion,Network,6
DE000764,SV00653,Weather,External,3
DE000765,SV00654,Staffing,Operations,30
DE000766,SV00655,Passenger incident,External,5
DE000767,SV00655,Staffing,Operations,7
DE000768,SV00656,Signal failure,Infrastructure,11
DE000769,SV00658,Weather,External,10
DE000770,SV00658,Signal failure,Infrastructure,10
DE000771,SV00659,Passenger incident,External,1
DE000772,SV00659,Track fault,Infrastructure,13
DE000773,SV00660,Passenger incident,External,10
DE000774,SV00663,Staffing,Operations,23
DE000775,SV00663,Congestion,Network,11
DE000776,SV00664,Track fault,Infrastructure,30
DE000777,SV00665,Points failure,Infrastructure,51
DE000778,SV00666,Signal failure,Infrastructure,2
DE000779,SV00666,Points failure,Infrastructure,12
DE000780,SV00667,Weather,External,3
DE000781,SV00667,Rolling stock,Fleet,16
DE000782,SV00669,Congestion,Network,16
DE000783,SV00669,Signal failure,Infrastructure,4
DE000784,SV00670,Staffing,Operations,12
DE000785,SV00672,Passenger incident,External,16
DE000786,SV00673,Track fault,Infrastructure,3
DE000787,SV00673,Track fault,Infrastructure,4
DE000788,SV00674,Rolling stock,Fleet,3
DE000789,SV00674,Staffing,Operations,1
DE000790,SV00675,Passenger incident,External,5
DE000791,SV00676,Rolling stock,Fleet,5
DE000792,SV00676,Track fault,Infrastructure,27
DE000793,SV00678,Signal failure,Infrastructure,12
DE000794,SV00678,Weather,External,19
DE000795,SV00679,Weather,External,52
DE000796,SV00680,Signal failure,Infrastructure,2
DE000797,SV00680,Points failure,Infrastructure,5
DE000798,SV00682,Track fault,Infrastructure,1
DE000799,SV00682,Rolling stock,Fleet,7
DE000800,SV00684,Passenger incident,External,6
DE000801,SV00685,Congestion,Network,14
DE000802,SV00685,Passenger incident,External,7
DE000803,SV00687,Rolling stock,Fleet,6
DE000804,SV00687,Points failure,Infrastructure,9
DE000805,SV00689,Rolling stock,Fleet,2
DE000806,SV00689,Congestion,Network,11
DE000807,SV00693,Rolling stock,Fleet,10
DE000808,SV00694,Track fault,Infrastructure,43
DE000809,SV00695,Weather,External,5
DE000810,SV00696,Track fault,Infrastructure,13
DE000811,SV00697,Signal failure,Infrastructure,4
DE000812,SV00697,Passenger incident,External,1
DE000813,SV00698,Staffing,Operations,4
DE000814,SV00698,Congestion,Network,2
DE000815,SV00699,Weather,External,20
DE000816,SV00699,Rolling stock,Fleet,1
DE000817,SV00700,Weather,External,17
DE000818,SV00701,Congestion,Network,9
DE000819,SV00701,Weather,External,16
DE000820,SV00703,Weather,External,8
DE000821,SV00703,Congestion,Network,5
DE000822,SV00704,Weather,External,35
DE000823,SV00705,Weather,External,9
DE000824,SV00706,Rolling stock,Fleet,19
DE000825,SV00707,Signal failure,Infrastructure,18
DE000826,SV00707,Weather,External,38
DE000827,SV00708,Points failure,Infrastructure,84
DE000828,SV00709,Weather,External,5
DE000829,SV00710,Signal failure,Infrastructure,6
DE000830,SV00711,Points failure,Infrastructure,34
DE000831,SV00711,Staffing,Operations,9
DE000832,SV00712,Weather,External,3
DE000833,SV00713,Points failure,Infrastructure,16
DE000834,SV00713,Signal failure,Infrastructure,7
DE000835,SV00714,Signal failure,Infrastructure,20
DE000836,SV00714,Congestion,Network,32
DE000837,SV00716,Track fault,Infrastructure,36
DE000838,SV00716,Track fault,Infrastructure,29
DE000839,SV00717,Weather,External,6
DE000840,SV00717,Signal failure,Infrastructure,10
DE000841,SV00719,Signal failure,Infrastructure,50
DE000842,SV00721,Signal failure,Infrastructure,9
DE000843,SV00722,Weather,External,5
DE000844,SV00722,Passenger incident,External,5
DE000845,SV00723,Congestion,Network,28
DE000846,SV00723,Rolling stock,Fleet,9
DE000847,SV00724,Passenger incident,External,6
DE000848,SV00724,Track fault,Infrastructure,5
DE000849,SV00725,Congestion,Network,7
DE000850,SV00725,Signal failure,Infrastructure,42
DE000851,SV00727,Track fault,Infrastructure,35
DE000852,SV00728,Track fault,Infrastructure,12
DE000853,SV00728,Weather,External,5
DE000854,SV00729,Weather,External,13
DE000855,SV00729,Congestion,Network,6
DE000856,SV00731,Rolling stock,Fleet,15
DE000857,SV00733,Signal failure,Infrastructure,35
DE000858,SV00734,Weather,External,9
DE000859,SV00735,Congestion,Network,2
DE000860,SV00735,Track fault,Infrastructure,14
DE000861,SV00736,Passenger incident,External,7
DE000862,SV00736,Rolling stock,Fleet,10
DE000863,SV00739,Rolling stock,Fleet,4
DE000864,SV00741,Points failure,Infrastructure,21
DE000865,SV00743,Track fault,Infrastructure,3
DE000866,SV00743,Passenger incident,External,2
DE000867,SV00744,Points failure,Infrastructure,52
DE000868,SV00745,Passenger incident,External,12
DE000869,SV00746,Signal failure,Infrastructure,6
DE000870,SV00746,Staffing,Operations,25
DE000871,SV00749,Staffing,Operations,7
DE000872,SV00750,Signal failure,Infrastructure,3
DE000873,SV00751,Points failure,Infrastructure,15
DE000874,SV00753,Congestion,Network,6
DE000875,SV00753,Passenger incident,External,12
DE000876,SV00754,Points failure,Infrastructure,26
DE000877,SV00754,Staffing,Operations,16
DE000878,SV00755,Rolling stock,Fleet,24
DE000879,SV00756,Rolling stock,Fleet,34
DE000880,SV00758,Signal failure,Infrastructure,44
DE000881,SV00759,Staffing,Operations,20
DE000882,SV00759,Weather,External,23
DE000883,SV00762,Staffing,Operations,18
DE000884,SV00762,Congestion,Network,6
DE000885,SV00763,Weather,External,8
DE000886,SV00764,Weather,External,14
DE000887,SV00765,Signal failure,Infrastructure,21
DE000888,SV00765,Rolling stock,Fleet,3
DE000889,SV00766,Rolling stock,Fleet,18
DE000890,SV00766,Signal failure,Infrastructure,38
DE000891,SV00767,Weather,External,9
DE000892,SV00768,Signal failure,Infrastructure,20
DE000893,SV00770,Track fault,Infrastructure,6
DE000894,SV00770,Congestion,Network,4
DE000895,SV00771,Rolling stock,Fleet,14
DE000896,SV00771,Staffing,Operations,8
DE000897,SV00772,Signal failure,Infrastructure,1
DE000898,SV00772,Track fault,Infrastructure,34
DE000899,SV00773,Staffing,Operations,16
DE000900,SV00775,Staffing,Operations,26
DE000901,SV00776,Congestion,Network,12
DE000902,SV00777,Staffing,Operations,18
DE000903,SV00777,Weather,External,1
DE000904,SV00778,Weather,External,6
DE000905,SV00778,Staffing,Operations,10
DE000906,SV00779,Points failure,Infrastructure,51
DE000907,SV00781,Passenger incident,External,16
DE000908,SV00782,Points failure,Infrastructure,10
DE000909,SV00784,Rolling stock,Fleet,16
DE000910,SV00784,Congestion,Network,8
DE000911,SV00785,Rolling stock,Fleet,15
DE000912,SV00785,Rolling stock,Fleet,12
DE000913,SV00786,Weather,External,32
DE000914,SV00787,Rolling stock,Fleet,42
DE000915,SV00787,Staffing,Operations,11
DE000916,SV00789,Staffing,Operations,50
DE000917,SV00790,Rolling stock,Fleet,39
DE000918,SV00791,Weather,External,5
DE000919,SV00791,Rolling stock,Fleet,36
DE000920,SV00792,Points failure,Infrastructure,23
DE000921,SV00793,Passenger incident,External,5
DE000922,SV00794,Congestion,Network,9
DE000923,SV00794,Rolling stock,Fleet,3
DE000924,SV00795,Congestion,Network,15
DE000925,SV00797,Points failure,Infrastructure,1
DE000926,SV00797,Congestion,Network,23
DE000927,SV00798,Signal failure,Infrastructure,6
DE000928,SV00799,Weather,External,9
DE000929,SV00802,Staffing,Operations,7
DE000930,SV00803,Signal failure,Infrastructure,14
DE000931,SV00804,Congestion,Network,19
DE000932,SV00805,Congestion,Network,13
DE000933,SV00805,Rolling stock,Fleet,39
DE000934,SV00806,Passenger incident,External,3
DE000935,SV00806,Staffing,Operations,6
DE000936,SV00807,Passenger incident,External,1
DE000937,SV00807,Weather,External,3
DE000938,SV00809,Staffing,Operations,10
DE000939,SV00810,Signal failure,Infrastructure,20
DE000940,SV00811,Congestion,Network,12
DE000941,SV00812,Congestion,Network,17
DE000942,SV00812,Points failure,Infrastructure,4
DE000943,SV00813,Signal failure,Infrastructure,21
DE000944,SV00814,Signal failure,Infrastructure,5
DE000945,SV00815,Points failure,Infrastructure,4
DE000946,SV00816,Rolling stock,Fleet,23
DE000947,SV00816,Staffing,Operations,11
DE000948,SV00818,Points failure,Infrastructure,16
DE000949,SV00819,Passenger incident,External,49
DE000950,SV00820,Congestion,Network,10
DE000951,SV00821,Congestion,Network,17
DE000952,SV00822,Track fault,Infrastructure,5
DE000953,SV00822,Track fault,Infrastructure,47
DE000954,SV00823,Track fault,Infrastructure,22
DE000955,SV00824,Signal failure,Infrastructure,11
DE000956,SV00825,Rolling stock,Fleet,7
DE000957,SV00827,Track fault,Infrastructure,1
DE000958,SV00827,Points failure,Infrastructure,2
DE000959,SV00828,Staffing,Operations,18
DE000960,SV00829,Track fault,Infrastructure,15
DE000961,SV00829,Congestion,Network,1
DE000962,SV00830,Passenger incident,External,12
DE000963,SV00830,Staffing,Operations,5
DE000964,SV00832,Signal failure,Infrastructure,10
DE000965,SV00833,Rolling stock,Fleet,8
DE000966,SV00834,Rolling stock,Fleet,4
DE000967,SV00834,Passenger incident,External,1
DE000968,SV00835,Congestion,Network,2
DE000969,SV00835,Points failure,Infrastructure,10
DE000970,SV00836,Rolling stock,Fleet,3
DE000971,SV00836,Track fault,Infrastructure,15
DE000972,SV00837,Rolling stock,Fleet,31
DE000973,SV00838,Track fault,Infrastructure,6
DE000974,SV00838,Passenger incident,External,9
DE000975,SV00839,Passenger incident,External,12
DE000976,SV00839,Points failure,Infrastructure,4
DE000977,SV00840,Rolling stock,Fleet,8
DE000978,SV00840,Points failure,Infrastructure,11
DE000979,SV00844,Passenger incident,External,5
DE000980,SV00844,Passenger incident,External,1
DE000981,SV00845,Points failure,Infrastructure,9
DE000982,SV00846,Points failure,Infrastructure,3
DE000983,SV00847,Congestion,Network,14
DE000984,SV00848,Track fault,Infrastructure,5
DE000985,SV00849,Weather,External,25
DE000986,SV00850,Track fault,Infrastructure,84
DE000987,SV00851,Rolling stock,Fleet,8
DE000988,SV00851,Signal failure,Infrastructure,37
DE000989,SV00853,Track fault,Infrastructure,9
DE000990,SV00853,Staffing,Operations,26
DE000991,SV00854,Rolling stock,Fleet,9
DE000992,SV00854,Points failure,Infrastructure,4
DE000993,SV00855,Weather,External,3
DE000994,SV00856,Signal failure,Infrastructure,10
DE000995,SV00858,Congestion,Network,42
DE000996,SV00859,Points failure,Infrastructure,26
DE000997,SV00860,Points failure,Infrastructure,29
DE000998,SV00865,Signal failure,Infrastructure,7
DE000999,SV00865,Congestion,Network,28
DE001000,SV00866,Rolling stock,Fleet,1
DE001001,SV00866,Rolling stock,Fleet,3
DE001002,SV00868,Rolling stock,Fleet,6
DE001003,SV00868,Weather,External,50
DE001004,SV00869,Signal failure,Infrastructure,12
DE001005,SV00870,Rolling stock,Fleet,12
DE001006,SV00870,Passenger incident,External,26
DE001007,SV00871,Staffing,Operations,19
DE001008,SV00872,Points failure,Infrastructure,6
DE001009,SV00872,Passenger incident,External,3
DE001010,SV00873,Staffing,Operations,35
DE001011,SV00874,Rolling stock,Fleet,9
DE001012,SV00875,Signal failure,Infrastructure,32
DE001013,SV00876,Rolling stock,Fleet,39
DE001014,SV00878,Points failure,Infrastructure,47
DE001015,SV00879,Passenger incident,External,36
DE001016,SV00879,Staffing,Operations,16
DE001017,SV00880,Weather,External,14
DE001018,SV00880,Rolling stock,Fleet,15
DE001019,SV00881,Congestion,Network,17
DE001020,SV00881,Points failure,Infrastructure,12
DE001021,SV00882,Weather,External,39
DE001022,SV00884,Signal failure,Infrastructure,15
DE001023,SV00884,Points failure,Infrastructure,32
DE001024,SV00887,Congestion,Network,60
DE001025,SV00888,Passenger incident,External,11
DE001026,SV00888,Points failure,Infrastructure,18
DE001027,SV00889,Rolling stock,Fleet,4
DE001028,SV00889,Track fault,Infrastructure,31
DE001029,SV00890,Weather,External,3
DE001030,SV00890,Congestion,Network,3
DE001031,SV00891,Congestion,Network,35
DE001032,SV00893,Track fault,Infrastructure,1
DE001033,SV00893,Weather,External,23
DE001034,SV00896,Rolling stock,Fleet,5
DE001035,SV00896,Congestion,Network,2
DE001036,SV00897,Weather,External,41
DE001037,SV00898,Staffing,Operations,24
DE001038,SV00899,Weather,External,20
DE001039,SV00901,Weather,External,25
DE001040,SV00902,Congestion,Network,37
DE001041,SV00902,Signal failure,Infrastructure,4
DE001042,SV00903,Signal failure,Infrastructure,2
DE001043,SV00903,Track fault,Infrastructure,17
DE001044,SV00904,Staffing,Operations,12
DE001045,SV00905,Track fault,Infrastructure,4
DE001046,SV00906,Points failure,Infrastructure,9
DE001047,SV00906,Weather,External,2
DE001048,SV00907,Points failure,Infrastructure,12
DE001049,SV00907,Rolling stock,Fleet,8
DE001050,SV00908,Track fault,Infrastructure,24
DE001051,SV00909,Congestion,Network,9
DE001052,SV00909,Rolling stock,Fleet,2
DE001053,SV00910,Points failure,Infrastructure,41
DE001054,SV00911,Signal failure,Infrastructure,10
DE001055,SV00911,Rolling stock,Fleet,15
DE001056,SV00912,Passenger incident,External,11
DE001057,SV00913,Congestion,Network,10
DE001058,SV00914,Weather,External,4
DE001059,SV00915,Rolling stock,Fleet,13
DE001060,SV00916,Passenger incident,External,26
DE001061,SV00916,Rolling stock,Fleet,6
DE001062,SV00917,Staffing,Operations,12
DE001063,SV00917,Points failure,Infrastructure,8
DE001064,SV00919,Points failure,Infrastructure,9
DE001065,SV00923,Weather,External,18
DE001066,SV00924,Rolling stock,Fleet,23
DE001067,SV00927,Congestion,Network,1
DE001068,SV00927,Rolling stock,Fleet,12
DE001069,SV00928,Congestion,Network,16
DE001070,SV00928,Congestion,Network,7
DE001071,SV00930,Track fault,Infrastructure,11
DE001072,SV00930,Staffing,Operations,22
DE001073,SV00933,Congestion,Network,35
DE001074,SV00934,Track fault,Infrastructure,12
DE001075,SV00934,Congestion,Network,14
DE001076,SV00935,Rolling stock,Fleet,16
DE001077,SV00936,Staffing,Operations,8
DE001078,SV00936,Staffing,Operations,4
DE001079,SV00939,Rolling stock,Fleet,4
DE001080,SV00939,Passenger incident,External,16
DE001081,SV00940,Track fault,Infrastructure,31
DE001082,SV00941,Points failure,Infrastructure,2
DE001083,SV00941,Rolling stock,Fleet,1
DE001084,SV00942,Track fault,Infrastructure,17
DE001085,SV00942,Track fault,Infrastructure,13
DE001086,SV00943,Congestion,Network,44
DE001087,SV00943,Points failure,Infrastructure,12
DE001088,SV00944,Staffing,Operations,11
DE001089,SV00944,Signal failure,Infrastructure,3
DE001090,SV00945,Weather,External,23
DE001091,SV00946,Rolling stock,Fleet,22
DE001092,SV00948,Staffing,Operations,18
DE001093,SV00951,Rolling stock,Fleet,13
DE001094,SV00951,Congestion,Network,4
DE001095,SV00952,Points failure,Infrastructure,6
DE001096,SV00953,Congestion,Network,23
DE001097,SV00953,Passenger incident,External,12
DE001098,SV00954,Passenger incident,External,1
DE001099,SV00954,Congestion,Network,2
DE001100,SV00955,Congestion,Network,7
DE001101,SV00958,Points failure,Infrastructure,13
DE001102,SV00958,Points failure,Infrastructure,22
DE001103,SV00959,Congestion,Network,6
DE001104,SV00959,Track fault,Infrastructure,6
DE001105,SV00961,Weather,External,4
DE001106,SV00961,Congestion,Network,1
DE001107,SV00963,Passenger incident,External,2
DE001108,SV00963,Rolling stock,Fleet,23
DE001109,SV00964,Rolling stock,Fleet,7
DE001110,SV00964,Track fault,Infrastructure,13
DE001111,SV00965,Points failure,Infrastructure,8
DE001112,SV00966,Track fault,Infrastructure,52
DE001113,SV00967,Passenger incident,External,2
DE001114,SV00967,Signal failure,Infrastructure,5
DE001115,SV00968,Signal failure,Infrastructure,24
DE001116,SV00969,Staffing,Operations,2
DE001117,SV00969,Rolling stock,Fleet,1
DE001118,SV00972,Rolling stock,Fleet,47
DE001119,SV00973,Staffing,Operations,10
DE001120,SV00974,Congestion,Network,20
DE001121,SV00974,Passenger incident,External,31
DE001122,SV00975,Weather,External,11
DE001123,SV00975,Staffing,Operations,5
DE001124,SV00976,Signal failure,Infrastructure,16
DE001125,SV00977,Points failure,Infrastructure,30
DE001126,SV00978,Staffing,Operations,3
DE001127,SV00978,Weather,External,6
DE001128,SV00979,Points failure,Infrastructure,16
DE001129,SV00979,Passenger incident,External,10
DE001130,SV00980,Points failure,Infrastructure,8
DE001131,SV00981,Points failure,Infrastructure,1
DE001132,SV00981,Weather,External,25
DE001133,SV00984,Rolling stock,Fleet,47
DE001134,SV00986,Track fault,Infrastructure,1
DE001135,SV00986,Rolling stock,Fleet,7
DE001136,SV00987,Rolling stock,Fleet,16
DE001137,SV00987,Track fault,Infrastructure,14
DE001138,SV00988,Points failure,Infrastructure,19
DE001139,SV00989,Signal failure,Infrastructure,2
DE001140,SV00989,Rolling stock,Fleet,1
DE001141,SV00990,Congestion,Network,1
DE001142,SV00990,Weather,External,12
DE001143,SV00992,Points failure,Infrastructure,23
DE001144,SV00993,Points failure,Infrastructure,5
DE001145,SV00994,Track fault,Infrastructure,30
DE001146,SV00995,Weather,External,5
DE001147,SV00996,Track fault,Infrastructure,24
DE001148,SV00997,Signal failure,Infrastructure,39
DE001149,SV00997,Staffing,Operations,40
DE001150,SV00998,Passenger incident,External,5
DE001151,SV00999,Points failure,Infrastructure,14
DE001152,SV00999,Track fault,Infrastructure,17
DE001153,SV01000,Points failure,Infrastructure,34
DE001154,SV01000,Track fault,Infrastructure,13
DE001155,SV01001,Rolling stock,Fleet,11
DE001156,SV01002,Points failure,Infrastructure,12
DE001157,SV01002,Rolling stock,Fleet,6
DE001158,SV01003,Points failure,Infrastructure,19
DE001159,SV01004,Staffing,Operations,11
DE001160,SV01004,Points failure,Infrastructure,1
DE001161,SV01005,Congestion,Network,6
DE001162,SV01005,Congestion,Network,40
DE001163,SV01006,Signal failure,Infrastructure,9
DE001164,SV01007,Congestion,Network,8
DE001165,SV01007,Congestion,Network,2
DE001166,SV01008,Signal failure,Infrastructure,19
DE001167,SV01008,Points failure,Infrastructure,16
DE001168,SV01009,Weather,External,56
DE001169,SV01010,Points failure,Infrastructure,1
DE001170,SV01010,Weather,External,4
DE001171,SV01011,Congestion,Network,12
DE001172,SV01011,Passenger incident,External,18
DE001173,SV01013,Points failure,Infrastructure,1
DE001174,SV01013,Track fault,Infrastructure,46
DE001175,SV01014,Staffing,Operations,43
DE001176,SV01015,Staffing,Operations,20
DE001177,SV01015,Points failure,Infrastructure,26
DE001178,SV01016,Signal failure,Infrastructure,8
DE001179,SV01017,Signal failure,Infrastructure,1
DE001180,SV01017,Signal failure,Infrastructure,34
DE001181,SV01019,Track fault,Infrastructure,52
DE001182,SV01020,Track fault,Infrastructure,2
DE001183,SV01020,Points failure,Infrastructure,5
DE001184,SV01021,Points failure,Infrastructure,37
DE001185,SV01022,Points failure,Infrastructure,39
DE001186,SV01023,Points failure,Infrastructure,13
DE001187,SV01024,Points failure,Infrastructure,34
DE001188,SV01025,Points failure,Infrastructure,30
DE001189,SV01026,Rolling stock,Fleet,14
DE001190,SV01026,Weather,External,12
DE001191,SV01028,Rolling stock,Fleet,24
DE001192,SV01029,Points failure,Infrastructure,11
DE001193,SV01031,Rolling stock,Fleet,42
DE001194,SV01031,Weather,External,37
DE001195,SV01032,Congestion,Network,52
DE001196,SV01034,Points failure,Infrastructure,16
DE001197,SV01037,Rolling stock,Fleet,30
DE001198,SV01038,Congestion,Network,3
DE001199,SV01039,Signal failure,Infrastructure,3
DE001200,SV01039,Passenger incident,External,8
DE001201,SV01040,Rolling stock,Fleet,2
DE001202,SV01040,Weather,External,3
DE001203,SV01041,Weather,External,9
DE001204,SV01041,Weather,External,1
DE001205,SV01042,Staffing,Operations,1
DE001206,SV01042,Staffing,Operations,5
DE001207,SV01043,Rolling stock,Fleet,24
DE001208,SV01044,Congestion,Network,12
DE001209,SV01047,Passenger incident,External,22
DE001210,SV01048,Congestion,Network,17
DE001211,SV01049,Staffing,Operations,8
DE001212,SV01050,Rolling stock,Fleet,1
DE001213,SV01050,Congestion,Network,3
DE001214,SV01051,Track fault,Infrastructure,7
DE001215,SV01051,Points failure,Infrastructure,10
DE001216,SV01052,Passenger incident,External,41
DE001217,SV01053,Points failure,Infrastructure,19
DE001218,SV01054,Passenger incident,External,7
DE001219,SV01055,Weather,External,32
DE001220,SV01056,Points failure,Infrastructure,21
DE001221,SV01056,Passenger incident,External,26
DE001222,SV01058,Rolling stock,Fleet,15
DE001223,SV01059,Signal failure,Infrastructure,2
DE001224,SV01059,Signal failure,Infrastructure,5
DE001225,SV01060,Track fault,Infrastructure,21
DE001226,SV01061,Passenger incident,External,5
DE001227,SV01061,Signal failure,Infrastructure,2
DE001228,SV01063,Staffing,Operations,6
DE001229,SV01064,Weather,External,23
DE001230,SV01065,Signal failure,Infrastructure,10
DE001231,SV01066,Weather,External,8
DE001232,SV01067,Congestion,Network,29
DE001233,SV01067,Weather,External,1
DE001234,SV01068,Track fault,Infrastructure,9
DE001235,SV01069,Weather,External,33
DE001236,SV01070,Rolling stock,Fleet,27
DE001237,SV01072,Staffing,Operations,8
DE001238,SV01072,Weather,External,2
DE001239,SV01073,Track fault,Infrastructure,25
DE001240,SV01074,Passenger incident,External,8
DE001241,SV01074,Points failure,Infrastructure,2
DE001242,SV01075,Weather,External,9
DE001243,SV01075,Rolling stock,Fleet,15
DE001244,SV01076,Staffing,Operations,16
DE001245,SV01077,Congestion,Network,10
DE001246,SV01077,Rolling stock,Fleet,7
DE001247,SV01078,Passenger incident,External,33
DE001248,SV01079,Passenger incident,External,4
DE001249,SV01079,Staffing,Operations,3
DE001250,SV01080,Congestion,Network,39
DE001251,SV01080,Points failure,Infrastructure,13
DE001252,SV01081,Weather,External,19
DE001253,SV01081,Track fault,Infrastructure,9
DE001254,SV01082,Congestion,Network,15
DE001255,SV01082,Rolling stock,Fleet,2
DE001256,SV01083,Staffing,Operations,18
DE001257,SV01084,Staffing,Operations,12
DE001258,SV01084,Points failure,Infrastructure,5
DE001259,SV01086,Congestion,Network,35
DE001260,SV01087,Track fault,Infrastructure,10
