TaskID,ProjectID,Budget,ProposalEstimate,ActualsToDate,Accrual,FullYearForecast,AFC,CostRemaining
TK000357,PJ0038,0,0,36782.21,1457.29,171792.06,171792.06,135009.85
TK000358,PJ0038,0,0,576279.63,21007.37,1860452.13,1860452.13,1284172.5
TK000359,PJ0038,10555554.4,10555554.4,0.0,0.0,0.0,0.0,0.0
TK000360,PJ0038,0,0,0.0,0.0,0.0,0.0,0.0
TK000361,PJ0038,1761611.43,1761611.43,0.0,0.0,0.0,0.0,0.0
TK000362,PJ0039,0,0,0.0,0.0,0.0,0.0,0.0
TK000363,PJ0039,492219.24,492219.24,0.0,0.0,0.0,0.0,0.0
TK000364,PJ0039,0,0,0.0,0.0,0.0,0.0,0.0
TK000365,PJ0039,0,0,0.0,0.0,0.0,0.0,0.0
TK000366,PJ0039,14810363.02,14810363.02,0.0,0.0,0.0,0.0,0.0
TK000367,PJ0039,1113637.51,1113637.51,342101.1,14284.72,1008222.72,1008222.72,666121.62
TK000368,PJ0039,6647540.64,6647540.64,0.0,0.0,0.0,0.0,0.0
TK000369,PJ0039,0,0,0.0,0.0,0.0,0.0,0.0
TK000370,PJ0039,0,0,0.0,0.0,0.0,0.0,0.0
TK000371,PJ0039,15224.77,15224.77,0.0,0.0,0.0,0.0,0.0
TK000372,PJ0039,196458.07,196458.07,0.0,0.0,0.0,0.0,0.0
TK000373,PJ0039,0,0,0.0,0.0,0.0,0.0,0.0
TK000374,PJ0039,0,0,0.0,0.0,0.0,0.0,0.0
TK000375,PJ0039,3659828.21,3659828.21,0.0,0.0,0.0,0.0,0.0
TK000376,PJ0040,78662.68,78662.68,0.0,0.0,0.0,0.0,0.0
TK000377,PJ0040,111231.53,111231.53,0.0,0.0,0.0,0.0,0.0
TK000378,PJ0040,0,0,0.0,0.0,0.0,0.0,0.0
TK000379,PJ0040,0,0,529876.54,16230.71,2373848.12,2373848.12,1843971.58
TK000380,PJ0040,9083188.49,9083188.49,2874823.22,218171.25,11135839.91,11135839.91,8261016.69
TK000381,PJ0040,8071027.06,8071027.06,0.0,0.0,0.0,0.0,0.0
TK000382,PJ0040,1127028.37,1127028.37,0.0,0.0,0.0,0.0,0.0
TK000383,PJ0040,0,0,33917.34,1679.27,88809.94,88809.94,54892.6
TK000384,PJ0041,113643.91,113643.91,31914.85,1311.07,69617.68,69617.68,37702.83
TK000385,PJ0041,380058.84,380058.84,52704.52,3111.3,225204.92,225204.92,172500.4
TK000386,PJ0041,1182298.86,1182298.86,0.0,0.0,0.0,0.0,0.0
TK000387,PJ0041,0,0,0.0,0.0,0.0,0.0,0.0
TK000388,PJ0041,10534553.7,10534553.7,0.0,0.0,0.0,0.0,0.0
TK000389,PJ0041,0,0,0.0,0.0,0.0,0.0,0.0
TK000390,PJ0041,49298.08,49298.08,0.0,0.0,0.0,0.0,0.0
TK000391,PJ0041,0,0,0.0,0.0,0.0,0.0,0.0
TK000392,PJ0041,0,0,196.62,18.56,561.75,561.75,365.13
TK000393,PJ0042,0,0,7714.77,435.82,20758.6,20758.6,13043.83
TK000394,PJ0042,301608.78,345125.41,26317.58,662.12,196808.17,196808.17,170490.59
TK000395,PJ0042,0,0,0.0,0.0,0.0,0.0,0.0
TK000396,PJ0042,0,0,57716.14,3136.33,123805.89,123805.89,66089.75
TK000397,PJ0042,0,0,3205.74,279.54,21574.1,24641.48,21435.74
TK000398,PJ0042,76963.24,76963.24,5012.96,206.57,28114.48,28114.48,23101.52
TK000399,PJ0042,0,0,0.0,0.0,0.0,0.0,0.0
TK000400,PJ0042,0,0,0.0,0.0,0.0,0.0,0.0
TK000401,PJ0042,0,0,0.0,0.0,0.0,0.0,0.0
TK000402,PJ0042,0,0,0.0,0.0,0.0,0.0,0.0
TK000403,PJ0043,0,0,3309.97,160.45,16634.6,16634.6,13324.63
TK000404,PJ0043,0,0,0.0,0.0,0.0,0.0,0.0
TK000405,PJ0043,713584.03,713584.03,0.0,0.0,0.0,0.0,0.0
TK000406,PJ0043,1263508.57,1263508.57,0.0,0.0,0.0,0.0,0.0
TK000407,PJ0043,0,0,0.0,0.0,0.0,0.0,0.0
TK000408,PJ0043,0,0,94762.39,4924.71,443683.69,443683.69,348921.3
TK000409,PJ0043,0,0,0.0,0.0,0.0,0.0,0.0
TK000410,PJ0043,0,0,0.0,0.0,0.0,0.0,0.0
TK000411,PJ0044,0,0,0.0,0.0,0.0,0.0,0.0
TK000412,PJ0044,0,0,0.0,0.0,0.0,0.0,0.0
TK000413,PJ0044,0,0,0.0,0.0,0.0,0.0,0.0
TK000414,PJ0044,0,0,0.0,0.0,0.0,0.0,0.0
TK000415,PJ0044,0,0,693418.43,19733.13,3046282.78,3313625.41,2620206.98
TK000416,PJ0044,587383.63,587383.63,137658.6,5298.08,551035.77,551035.77,413377.17
TK000417,PJ0044,0,0,0.0,0.0,0.0,0.0,0.0
TK000418,PJ0044,1012502.38,1012502.38,0.0,0.0,0.0,0.0,0.0
TK000419,PJ0044,259393.3,266116.69,82898.52,2663.99,213641.76,213641.76,130743.24
TK000420,PJ0044,0,0,0.0,0.0,0.0,0.0,0.0
TK000421,PJ0044,373690.75,373690.75,86046.61,5958.07,152812.85,152812.85,66766.24
TK000422,PJ0044,28852.17,28852.17,7088.98,325.6,34493.18,34493.18,27404.2
TK000423,PJ0045,131748.19,139185.77,0.0,0.0,0.0,0.0,0.0
TK000424,PJ0045,551717.02,551717.02,0.0,0.0,0.0,0.0,0.0
TK000425,PJ0045,2088281.29,2088281.29,590457.32,22007.2,1585913.46,1585913.46,995456.14
TK000426,PJ0045,480860.61,480860.61,0.0,0.0,0.0,0.0,0.0
TK000427,PJ0045,0,0,0.0,0.0,0.0,0.0,0.0
TK000428,PJ0045,0,0,0.0,0.0,0.0,0.0,0.0
TK000429,PJ0045,0,0,0.0,0.0,0.0,0.0,0.0
TK000430,PJ0046,0,0,13773.51,1099.07,41511.21,41511.21,27737.7
TK000431,PJ0046,0,0,0.0,0.0,0.0,0.0,0.0
TK000432,PJ0046,0,0,756945.94,36990.01,2001993.46,2001993.46,1245047.52
TK000433,PJ0046,0,0,0.0,0.0,0.0,0.0,0.0
TK000434,PJ0046,0,0,0.0,0.0,0.0,0.0,0.0
TK000435,PJ0046,5159391.59,6117411.61,0.0,0.0,0.0,0.0,0.0
TK000436,PJ0046,156663.03,156663.03,0.0,0.0,0.0,0.0,0.0
TK000437,PJ0046,0,0,0.0,0.0,0.0,0.0,0.0
TK000438,PJ0046,0,0,0.0,0.0,0.0,0.0,0.0
TK000439,PJ0047,61671.55,61671.55,0.0,0.0,0.0,0.0,0.0
TK000440,PJ0047,0,0,14746.58,780.68,53415.85,53415.85,38669.27
TK000441,PJ0047,0,0,0.0,0.0,0.0,0.0,0.0
TK000442,PJ0047,236325.33,236325.33,37990.84,2293.11,124566.67,124566.67,86575.83
TK000443,PJ0047,0,0,255.24,17.77,1155.78,1155.78,900.54
TK000444,PJ0047,2320695.2,2320695.2,257974.52,15825.06,916539.05,916539.05,658564.53
TK000445,PJ0048,58186.5,58186.5,22211.26,1391.71,45947.79,45947.79,23736.53
TK000446,PJ0048,0,0,0.0,0.0,0.0,0.0,0.0
TK000447,PJ0048,1300564.27,1300564.27,0.0,0.0,0.0,0.0,0.0
TK000448,PJ0048,2513245.95,2513245.95,0.0,0.0,0.0,0.0,0.0
TK000449,PJ0048,10981049.85,10981049.85,2314382.79,190828.63,9693393.43,9693393.43,7379010.64
TK000450,PJ0048,0,0,0.0,0.0,0.0,0.0,0.0
TK000451,PJ0048,0,0,140774.08,8086.07,1109563.63,1364573.63,1223799.55
TK000452,PJ0049,0,0,0.0,0.0,0.0,0.0,0.0
TK000453,PJ0049,608893.89,608893.89,0.0,0.0,0.0,0.0,0.0
TK000454,PJ0049,86690.27,89773.71,0.0,0.0,0.0,0.0,0.0
TK000455,PJ0049,160034.58,191398.4,0.0,0.0,0.0,0.0,0.0
TK000456,PJ0049,0,0,0.0,0.0,0.0,0.0,0.0
TK000457,PJ0049,0,0,28350.13,1116.67,122607.88,122607.88,94257.75
TK000458,PJ0049,0,0,0.0,0.0,0.0,0.0,0.0
TK000459,PJ0049,0,0,0.0,0.0,0.0,0.0,0.0
TK000460,PJ0050,0,0,127.03,7.55,1057.76,1205.23,1078.2
TK000461,PJ0050,0,0,0.0,0.0,0.0,0.0,0.0
TK000462,PJ0050,0,0,11521.69,1018.87,74689.03,74689.03,63167.34
TK000463,PJ0050,1002949.93,1002949.93,161036.78,15732.89,496057.83,496057.83,335021.05
TK000464,PJ0050,20302.2,20302.2,1881.47,136.53,5593.52,5593.52,3712.05
TK000465,PJ0050,0,0,0.0,0.0,0.0,0.0,0.0
TK000466,PJ0050,2952911.82,2952911.82,0.0,0.0,0.0,0.0,0.0
TK000467,PJ0050,11078980.71,11294746.77,6639721.67,487567.09,11955945.6,11955945.6,5316223.93
TK000468,PJ0051,0,0,0.0,0.0,0.0,0.0,0.0
TK000469,PJ0051,449371.24,449371.24,120463.27,9108.49,576565.76,576565.76,456102.49
TK000470,PJ0051,0,0,0.0,0.0,0.0,0.0,0.0
TK000471,PJ0051,0,0,0.0,0.0,0.0,0.0,0.0
TK000472,PJ0051,2816326.84,3326987.78,0.0,0.0,0.0,0.0,0.0
TK000473,PJ0051,120263.78,120263.78,0.0,0.0,0.0,0.0,0.0
TK000474,PJ0051,0,0,16581.96,858.77,79386.41,79386.41,62804.45
TK000475,PJ0051,0,0,0.0,0.0,0.0,0.0,0.0
TK000476,PJ0051,0,0,20235.37,1449.67,69784.8,69784.8,49549.43
TK000477,PJ0051,0,0,0.0,0.0,0.0,0.0,0.0
TK000478,PJ0051,93292.05,93292.05,21613.29,1178.65,116253.51,116253.51,94640.22
TK000479,PJ0052,0,0,1617.18,116.9,5416.32,6397.47,4780.29
TK000480,PJ0052,285303.53,297083.22,49655.17,2300.97,143455.04,143455.04,93799.87
TK000481,PJ0052,1414407.87,1414407.87,100633.75,9627.4,730545.8,730545.8,629912.05
TK000482,PJ0052,2674294.37,2674294.37,0.0,0.0,0.0,0.0,0.0
TK000483,PJ0052,0,0,51117.1,3962.98,286681.19,286681.19,235564.09
TK000484,PJ0052,3505403.13,3505403.13,0.0,0.0,0.0,0.0,0.0
TK000485,PJ0052,0,0,0.0,0.0,0.0,0.0,0.0
TK000486,PJ0052,0,0,58993.55,4951.98,363701.5,363701.5,304707.95
