FleetID,Date,Status,HoursInService
FL00026,2025-08-09,In service,19.2
FL00026,2025-08-10,In service,28.62
FL00026,2025-08-11,In service,19.32
FL00026,2025-08-12,In service,20.22
FL00026,2025-08-13,In service,16.6
FL00026,2025-08-14,In service,15.88
FL00026,2025-08-15,In service,17.29
FL00026,2025-08-16,In service,9.66
FL00026,2025-08-17,In service,9.77
FL00026,2025-08-18,In service,15.34
FL00026,2025-08-19,Under maintenance,0.0
FL00026,2025-08-20,In service,10.92
FL00026,2025-08-21,In service,25.75
FL00026,2025-08-22,Under maintenance,0.0
FL00026,2025-08-23,In service,15.48
FL00026,2025-08-24,In service,11.06
FL00026,2025-08-25,In service,18.5
FL00026,2025-08-26,In service,13.59
FL00026,2025-08-27,In service,9.87
FL00026,2025-08-28,In service,13.1
FL00026,2025-08-29,In service,12.91
FL00026,2025-08-30,In service,19.4
FL00026,2025-08-31,In service,11.35
FL00027,2025-06-01,In service,20.85
FL00027,2025-06-02,In service,9.63
FL00027,2025-06-03,In service,14.69
FL00027,2025-06-04,In service,14.28
FL00027,2025-06-05,In service,13.86
FL00027,2025-06-06,Under maintenance,0.0
FL00027,2025-06-07,In service,26.01
FL00027,2025-06-08,In service,21.23
FL00027,2025-06-09,In service,12.19
FL00027,2025-06-10,In service,13.54
FL00027,2025-06-11,Under maintenance,0.0
FL00027,2025-06-12,In service,14.84
FL00027,2025-06-13,In service,16.96
FL00027,2025-06-14,In service,26.66
FL00027,2025-06-15,In service,14.59
FL00027,2025-06-16,In service,10.32
FL00027,2025-06-17,In service,21.62
FL00027,2025-06-18,In service,22.06
FL00027,2025-06-19,In service,15.74
FL00027,2025-06-20,Under maintenance,0.0
FL00027,2025-06-21,In service,11.64
FL00027,2025-06-22,In service,5.39
FL00027,2025-06-23,In service,11.92
FL00027,2025-06-24,Under maintenance,0.0
FL00027,2025-06-25,In service,18.23
FL00027,2025-06-26,In service,12.8
FL00027,2025-06-27,In service,16.71
FL00027,2025-06-28,In service,15.37
FL00027,2025-06-29,In service,24.88
FL00027,2025-06-30,In service,16.16
FL00027,2025-07-01,In service,20.8
FL00027,2025-07-02,In service,14.17
FL00027,2025-07-03,In service,11.71
FL00027,2025-07-04,In service,18.46
FL00027,2025-07-05,In service,12.47
FL00027,2025-07-06,In service,19.78
FL00027,2025-07-07,In service,10.11
FL00027,2025-07-08,In service,17.76
FL00027,2025-07-09,In service,16.03
FL00027,2025-07-10,In service,23.64
FL00027,2025-07-11,In service,18.28
FL00027,2025-07-12,In service,15.45
FL00027,2025-07-13,In service,20.2
FL00027,2025-07-14,In service,4.96
FL00027,2025-07-15,In service,18.92
FL00027,2025-07-16,In service,19.38
FL00027,2025-07-17,Under maintenance,0.0
FL00027,2025-07-18,In service,11.44
FL00027,2025-07-19,Under maintenance,0.0
FL00027,2025-07-20,In service,11.42
FL00027,2025-07-21,Under maintenance,0.0
FL00027,2025-07-22,In service,11.01
FL00027,2025-07-23,In service,17.79
FL00027,2025-07-24,In service,8.81
FL00027,2025-07-25,In service,22.64
FL00027,2025-07-26,In service,10.27
FL00027,2025-07-27,Under maintenance,0.0
FL00027,2025-07-28,In service,9.79
FL00027,2025-07-29,In service,18.52
FL00027,2025-07-30,In service,16.77
FL00027,2025-07-31,Under maintenance,0.0
FL00027,2025-08-01,Under maintenance,0.0
FL00027,2025-08-02,In service,22.12
FL00027,2025-08-03,In service,22.67
FL00027,2025-08-04,In service,16.21
FL00027,2025-08-05,In service,18.77
FL00027,2025-08-06,In service,14.41
FL00027,2025-08-07,In service,16.08
FL00027,2025-08-08,In service,14.85
FL00027,2025-08-09,In service,8.46
FL00027,2025-08-10,In service,8.55
FL00027,2025-08-11,Under maintenance,0.0
FL00027,2025-08-12,In service,9.68
FL00027,2025-08-13,In service,17.31
FL00027,2025-08-14,In service,16.19
FL00027,2025-08-15,In service,13.79
FL00027,2025-08-16,In service,20.9
FL00027,2025-08-17,In service,15.61
FL00027,2025-08-18,Under maintenance,0.0
FL00027,2025-08-19,In service,16.56
FL00027,2025-08-20,Under maintenance,0.0
FL00027,2025-08-21,In service,16.91
FL00027,2025-08-22,In service,12.11
FL00027,2025-08-23,In service,23.59
FL00027,2025-08-24,In service,7.85
FL00027,2025-08-25,In service,19.88
FL00027,2025-08-26,In service,20.29
FL00027,2025-08-27,In service,11.12
FL00027,2025-08-28,In service,27.03
FL00027,2025-08-29,In service,20.04
FL00027,2025-08-30,In service,11.21
FL00027,2025-08-31,In service,9.28
FL00028,2025-06-01,Under maintenance,0.0
FL00028,2025-06-02,In service,19.44
FL00028,2025-06-03,In service,19.32
FL00028,2025-06-04,In service,8.66
FL00028,2025-06-05,In service,17.22
FL00028,2025-06-06,In service,31.09
FL00028,2025-06-07,In service,21.15
FL00028,2025-06-08,In service,12.35
FL00028,2025-06-09,Under maintenance,0.0
FL00028,2025-06-10,In service,27.04
FL00028,2025-06-11,In service,16.63
FL00028,2025-06-12,Under maintenance,0.0
FL00028,2025-06-13,Under maintenance,0.0
FL00028,2025-06-14,In service,10.81
FL00028,2025-06-15,In service,23.38
FL00028,2025-06-16,In service,22.49
FL00028,2025-06-17,In service,19.07
FL00028,2025-06-18,In service,15.12
FL00028,2025-06-19,In service,11.96
FL00028,2025-06-20,In service,13.8
FL00028,2025-06-21,In service,21.68
FL00028,2025-06-22,In service,12.5
FL00028,2025-06-23,In service,10.04
FL00028,2025-06-24,In service,18.98
FL00028,2025-06-25,In service,15.74
FL00028,2025-06-26,Under maintenance,0.0
FL00028,2025-06-27,In service,16.42
FL00028,2025-06-28,In service,9.09
FL00028,2025-06-29,In service,14.81
FL00028,2025-06-30,In service,8.54
FL00028,2025-07-01,In service,9.79
FL00028,2025-07-02,Under maintenance,0.0
FL00028,2025-07-03,In service,16.2
FL00028,2025-07-04,In service,28.09
FL00028,2025-07-05,In service,15.84
FL00028,2025-07-06,In service,4.01
FL00028,2025-07-07,Under maintenance,0.0
FL00028,2025-07-08,In service,8.96
FL00028,2025-07-09,Under maintenance,0.0
FL00028,2025-07-10,Under maintenance,0.0
FL00028,2025-07-11,In service,4.7
FL00028,2025-07-12,Under maintenance,0.0
FL00028,2025-07-13,In service,15.2
FL00028,2025-07-14,In service,18.26
FL00028,2025-07-15,In service,16.95
FL00028,2025-07-16,In service,14.55
FL00028,2025-07-17,In service,11.6
FL00028,2025-07-18,Under maintenance,0.0
FL00028,2025-07-19,In service,19.65
FL00028,2025-07-20,In service,22.17
FL00028,2025-07-21,In service,11.75
FL00028,2025-07-22,In service,14.01
FL00028,2025-07-23,In service,21.27
FL00028,2025-07-24,In service,21.54
FL00028,2025-07-25,In service,10.34
FL00028,2025-07-26,In service,10.17
FL00028,2025-07-27,In service,18.59
FL00028,2025-07-28,In service,19.27
FL00028,2025-07-29,In service,21.91
FL00028,2025-07-30,In service,20.02
FL00028,2025-07-31,In service,12.71
FL00028,2025-08-01,In service,9.54
FL00028,2025-08-02,In service,11.37
FL00028,2025-08-03,In service,9.84
FL00028,2025-08-04,In service,9.09
FL00028,2025-08-05,In service,21.64
FL00028,2025-08-06,Under maintenance,0.0
FL00028,2025-08-07,In service,16.27
FL00028,2025-08-08,Under maintenance,0.0
FL00028,2025-08-09,In service,19.81
FL00028,2025-08-10,In service,22.95
FL00028,2025-08-11,In service,13.56
FL00028,2025-08-12,In service,14.9
FL00028,2025-08-13,In service,19.7
FL00028,2025-08-14,In service,11.0
FL00028,2025-08-15,In service,26.18
FL00028,2025-08-16,Under maintenance,0.0
FL00028,2025-08-17,In service,14.94
FL00028,2025-08-18,Under maintenance,0.0
FL00028,2025-08-19,In service,14.56
FL00028,2025-08-20,Under maintenance,0.0
FL00028,2025-08-21,In service,20.38
FL00028,2025-08-22,In service,20.95
FL00028,2025-08-23,In service,14.29
FL00028,2025-08-24,Under maintenance,0.0
FL00028,2025-08-25,Under maintenance,0.0
FL00028,2025-08-26,Under maintenance,0.0
FL00028,2025-08-27,In service,27.52
FL00028,2025-08-28,In service,21.58
FL00028,2025-08-29,In service,14.0
FL00028,2025-08-30,In service,10.23
FL00028,2025-08-31,In service,16.12
FL00029,2025-06-01,In service,17.59
FL00029,2025-06-02,In service,13.22
FL00029,2025-06-03,In service,19.64
FL00029,2025-06-04,In service,5.7
FL00029,2025-06-05,In service,1.35
FL00029,2025-06-06,In service,22.38
FL00029,2025-06-07,Under maintenance,0.0
FL00029,2025-06-08,In service,20.38
FL00029,2025-06-09,In service,11.67
FL00029,2025-06-10,Under maintenance,0.0
FL00029,2025-06-11,In service,15.38
FL00029,2025-06-12,In service,16.28
FL00029,2025-06-13,In service,22.47
FL00029,2025-06-14,In service,15.22
FL00029,2025-06-15,Under maintenance,0.0
FL00029,2025-06-16,In service,17.06
FL00029,2025-06-17,In service,13.91
FL00029,2025-06-18,In service,17.25
FL00029,2025-06-19,Under maintenance,0.0
FL00029,2025-06-20,In service,15.26
FL00029,2025-06-21,Under maintenance,0.0
FL00029,2025-06-22,In service,16.1
FL00029,2025-06-23,Under maintenance,0.0
FL00029,2025-06-24,Under maintenance,0.0
FL00029,2025-06-25,In service,8.41
FL00029,2025-06-26,Under maintenance,0.0
FL00029,2025-06-27,In service,15.42
FL00029,2025-06-28,In service,20.91
FL00029,2025-06-29,Under maintenance,0.0
FL00029,2025-06-30,In service,5.65
FL00029,2025-07-01,In service,16.21
FL00029,2025-07-02,Under maintenance,0.0
FL00029,2025-07-03,In service,10.65
FL00029,2025-07-04,In service,13.81
FL00029,2025-07-05,In service,7.04
FL00029,2025-07-06,In service,18.34
FL00029,2025-07-07,In service,12.61
FL00029,2025-07-08,In service,12.53
FL00029,2025-07-09,In service,13.96
FL00029,2025-07-10,In service,8.35
FL00029,2025-07-11,Under maintenance,0.0
FL00029,2025-07-12,In service,8.55
FL00029,2025-07-13,In service,21.79
FL00029,2025-07-14,Under maintenance,0.0
FL00029,2025-07-15,In service,19.48
FL00029,2025-07-16,In service,19.98
FL00029,2025-07-17,In service,12.04
FL00029,2025-07-18,In service,19.32
FL00029,2025-07-19,In service,15.45
FL00029,2025-07-20,In service,22.58
FL00029,2025-07-21,In service,18.55
FL00029,2025-07-22,In service,17.61
FL00029,2025-07-23,In service,25.89
FL00029,2025-07-24,In service,9.05
FL00029,2025-07-25,In service,24.63
FL00029,2025-07-26,Under maintenance,0.0
FL00029,2025-07-27,Under maintenance,0.0
FL00029,2025-07-28,Under maintenance,0.0
FL00029,2025-07-29,In service,19.63
FL00029,2025-07-30,Under maintenance,0.0
FL00029,2025-07-31,In service,8.26
FL00029,2025-08-01,In service,13.56
FL00029,2025-08-02,Under maintenance,0.0
FL00029,2025-08-03,In service,18.18
FL00029,2025-08-04,In service,16.57
FL00029,2025-08-05,In service,11.67
FL00029,2025-08-06,In service,15.92
FL00029,2025-08-07,In service,14.38
FL00029,2025-08-08,Under maintenance,0.0
FL00029,2025-08-09,In service,14.87
FL00029,2025-08-10,In service,17.5
FL00029,2025-08-11,In service,19.37
FL00029,2025-08-12,In service,20.05
FL00029,2025-08-13,In service,17.48
FL00029,2025-08-14,In service,16.56
FL00029,2025-08-15,Under maintenance,0.0
FL00029,2025-08-16,In service,21.15
FL00029,2025-08-17,In service,16.83
FL00029,2025-08-18,In service,20.98
FL00029,2025-08-19,Under maintenance,0.0
FL00029,2025-08-20,In service,16.31
FL00029,2025-08-21,In service,16.08
FL00029,2025-08-22,Under maintenance,0.0
FL00029,2025-08-23,In service,15.25
FL00029,2025-08-24,In service,10.42
FL00029,2025-08-25,In service,12.55
FL00029,2025-08-26,In service,7.02
FL00029,2025-08-27,In service,12.25
FL00029,2025-08-28,In service,18.94
FL00029,2025-08-29,In service,15.33
FL00029,2025-08-30,In service,11.64
FL00029,2025-08-31,In service,13.26
FL00030,2025-06-01,In service,4.87
FL00030,2025-06-02,In service,13.13
FL00030,2025-06-03,In service,19.58
FL00030,2025-06-04,In service,18.46
FL00030,2025-06-05,In service,12.47
FL00030,2025-06-06,In service,11.33
FL00030,2025-06-07,In service,16.78
FL00030,2025-06-08,In service,19.11
FL00030,2025-06-09,In service,14.51
FL00030,2025-06-10,In service,9.38
FL00030,2025-06-11,In service,17.6
FL00030,2025-06-12,In service,17.3
FL00030,2025-06-13,In service,14.51
FL00030,2025-06-14,In service,3.77
FL00030,2025-06-15,In service,18.32
FL00030,2025-06-16,In service,17.16
FL00030,2025-06-17,Under maintenance,0.0
FL00030,2025-06-18,Under maintenance,0.0
FL00030,2025-06-19,Under maintenance,0.0
FL00030,2025-06-20,In service,17.77
FL00030,2025-06-21,In service,16.0
FL00030,2025-06-22,Under maintenance,0.0
FL00030,2025-06-23,In service,15.78
FL00030,2025-06-24,In service,10.93
FL00030,2025-06-25,In service,18.16
FL00030,2025-06-26,In service,17.74
FL00030,2025-06-27,In service,9.63
FL00030,2025-06-28,In service,16.26
FL00030,2025-06-29,In service,10.42
FL00030,2025-06-30,Under maintenance,0.0
FL00030,2025-07-01,In service,18.2
FL00030,2025-07-02,In service,19.89
FL00030,2025-07-03,In service,13.59
FL00030,2025-07-04,In service,8.97
FL00030,2025-07-05,Under maintenance,0.0
FL00030,2025-07-06,In service,17.17
FL00030,2025-07-07,In service,12.94
FL00030,2025-07-08,In service,17.65
FL00030,2025-07-09,In service,15.03
FL00030,2025-07-10,In service,16.94
FL00030,2025-07-11,In service,6.99
FL00030,2025-07-12,In service,13.33
FL00030,2025-07-13,In service,8.59
FL00030,2025-07-14,In service,11.7
FL00030,2025-07-15,In service,15.79
FL00030,2025-07-16,Under maintenance,0.0
FL00030,2025-07-17,In service,19.85
FL00030,2025-07-18,In service,18.04
FL00030,2025-07-19,In service,14.31
FL00030,2025-07-20,In service,21.37
FL00030,2025-07-21,In service,10.47
FL00030,2025-07-22,In service,9.98
FL00030,2025-07-23,Under maintenance,0.0
FL00030,2025-07-24,In service,23.22
FL00030,2025-07-25,In service,22.52
FL00030,2025-07-26,Under maintenance,0.0
FL00030,2025-07-27,In service,13.71
FL00030,2025-07-28,In service,28.1
FL00030,2025-07-29,In service,17.8
FL00030,2025-07-30,In service,17.02
FL00030,2025-07-31,In service,32.21
FL00030,2025-08-01,In service,24.3
FL00030,2025-08-02,In service,15.63
FL00030,2025-08-03,In service,19.3
FL00030,2025-08-04,In service,12.79
FL00030,2025-08-05,In service,15.81
FL00030,2025-08-06,In service,19.49
FL00030,2025-08-07,In service,13.46
FL00030,2025-08-08,Under maintenance,0.0
FL00030,2025-08-09,Under maintenance,0.0
FL00030,2025-08-10,Under maintenance,0.0
FL00030,2025-08-11,Under maintenance,0.0
FL00030,2025-08-12,In service,11.6
FL00030,2025-08-13,In service,20.65
FL00030,2025-08-14,Under maintenance,0.0
FL00030,2025-08-15,In service,24.14
FL00030,2025-08-16,In service,18.32
FL00030,2025-08-17,In service,16.36
FL00030,2025-08-18,In service,26.76
FL00030,2025-08-19,Under maintenance,0.0
FL00030,2025-08-20,In service,7.15
FL00030,2025-08-21,In service,16.6
FL00030,2025-08-22,In service,21.21
FL00030,2025-08-23,In service,21.78
FL00030,2025-08-24,Under maintenance,0.0
FL00030,2025-08-25,In service,18.51
FL00030,2025-08-26,In service,15.41
FL00030,2025-08-27,In service,11.0
FL00030,2025-08-28,Under maintenance,0.0
FL00030,2025-08-29,In service,18.32
FL00030,2025-08-30,In service,16.29
FL00030,2025-08-31,In service,20.15
FL00031,2025-06-01,In service,21.95
FL00031,2025-06-02,In service,16.98
FL00031,2025-06-03,In service,17.72
FL00031,2025-06-04,Under maintenance,0.0
FL00031,2025-06-05,In service,21.91
FL00031,2025-06-06,Under maintenance,0.0
FL00031,2025-06-07,In service,19.42
FL00031,2025-06-08,In service,9.57
FL00031,2025-06-09,In service,20.59
FL00031,2025-06-10,In service,8.41
FL00031,2025-06-11,In service,19.01
FL00031,2025-06-12,In service,25.31
FL00031,2025-06-13,In service,19.05
FL00031,2025-06-14,In service,14.35
FL00031,2025-06-15,Under maintenance,0.0
FL00031,2025-06-16,In service,13.02
FL00031,2025-06-17,In service,17.65
FL00031,2025-06-18,Under maintenance,0.0
FL00031,2025-06-19,In service,11.34
FL00031,2025-06-20,In service,12.86
FL00031,2025-06-21,In service,12.71
FL00031,2025-06-22,In service,26.49
FL00031,2025-06-23,In service,18.96
FL00031,2025-06-24,In service,19.15
FL00031,2025-06-25,In service,18.26
FL00031,2025-06-26,In service,17.33
FL00031,2025-06-27,In service,13.66
FL00031,2025-06-28,In service,10.27
FL00031,2025-06-29,In service,17.79
FL00031,2025-06-30,Under maintenance,0.0
FL00031,2025-07-01,In service,26.70
FL00031,2025-07-02,Under maintenance,0.0
FL00031,2025-07-03,Under maintenance,0.0
FL00031,2025-07-04,Under maintenance,0.0
FL00031,2025-07-05,In service,17.53
FL00031,2025-07-06,In service,22.48
FL00031,2025-07-07,In service,7.38
FL00031,2025-07-08,In service,17.56
FL00031,2025-07-09,Under maintenance,0.0
FL00031,2025-07-10,In service,18.37
FL00031,2025-07-11,In service,6.15
FL00031,2025-07-12,In service,20.31
FL00031,2025-07-13,In service,14.08
FL00031,2025-07-14,In service,15.79
FL00031,2025-07-15,Under maintenance,0.0
FL00031,2025-07-16,In service,17.28
FL00031,2025-07-17,In service,9.55
FL00031,2025-07-18,In service,19.67
FL00031,2025-07-19,In service,14.29
FL00031,2025-07-20,In service,20.47
FL00031,2025-07-21,In service,11.8
FL00031,2025-07-22,In service,13.44
FL00031,2025-07-23,In service,18.75
FL00031,2025-07-24,In service,12.16
FL00031,2025-07-25,In service,19.58
FL00031,2025-07-26,In service,6.54
FL00031,2025-07-27,In service,10.33
FL00031,2025-07-28,Under maintenance,0.0
FL00031,2025-07-29,Under maintenance,0.0
FL00031,2025-07-30,In service,16.4
FL00031,2025-07-31,In service,27.02
FL00031,2025-08-01,Under maintenance,0.0
FL00031,2025-08-02,Under maintenance,0.0
FL00031,2025-08-03,Under maintenance,0.0
FL00031,2025-08-04,In service,19.16
FL00031,2025-08-05,Under maintenance,0.0
FL00031,2025-08-06,In service,14.0
FL00031,2025-08-07,In service,22.5
FL00031,2025-08-08,In service,14.04
FL00031,2025-08-09,Under maintenance,0.0
FL00031,2025-08-10,In service,11.17
FL00031,2025-08-11,In service,14.73
FL00031,2025-08-12,Under maintenance,0.0
FL00031,2025-08-13,In service,11.1
FL00031,2025-08-14,In service,21.99
FL00031,2025-08-15,In service,19.48
FL00031,2025-08-16,Under maintenance,0.0
FL00031,2025-08-17,In service,13.28
FL00031,2025-08-18,In service,9.02
FL00031,2025-08-19,Under maintenance,0.0
FL00031,2025-08-20,In service,15.46
FL00031,2025-08-21,In service,13.33
FL00031,2025-08-22,Under maintenance,0.0
FL00031,2025-08-23,In service,22.97
FL00031,2025-08-24,In service,20.43
FL00031,2025-08-25,In service,18.45
FL00031,2025-08-26,In service,14.28
FL00031,2025-08-27,In service,15.96
FL00031,2025-08-28,In service,10.0
FL00031,2025-08-29,In service,18.39
FL00031,2025-08-30,In service,19.1
FL00031,2025-08-31,Under maintenance,0.0
FL00032,2025-06-01,Under maintenance,0.0
FL00032,2025-06-02,Under maintenance,0.0
FL00032,2025-06-03,Under maintenance,0.0
FL00032,2025-06-04,In service,15.51
FL00032,2025-06-05,In service,18.19
FL00032,2025-06-06,In service,12.05
FL00032,2025-06-07,In service,16.43
FL00032,2025-06-08,In service,17.34
FL00032,2025-06-09,Under maintenance,0.0
FL00032,2025-06-10,In service,21.3
FL00032,2025-06-11,Under maintenance,0.0
FL00032,2025-06-12,In service,21.17
FL00032,2025-06-13,In service,25.4
FL00032,2025-06-14,Under maintenance,0.0
FL00032,2025-06-15,In service,18.96
FL00032,2025-06-16,In service,19.12
FL00032,2025-06-17,In service,17.84
FL00032,2025-06-18,In service,9.38
FL00032,2025-06-19,Under maintenance,0.0
FL00032,2025-06-20,In service,21.98
FL00032,2025-06-21,Under maintenance,0.0
FL00032,2025-06-22,In service,14.11
FL00032,2025-06-23,Under maintenance,0.0
FL00032,2025-06-24,In service,18.27
FL00032,2025-06-25,In service,19.47
FL00032,2025-06-26,In service,18.25
FL00032,2025-06-27,In service,15.41
FL00032,2025-06-28,In service,15.53
FL00032,2025-06-29,In service,15.81
FL00032,2025-06-30,In service,20.82
FL00032,2025-07-01,In service,21.15
FL00032,2025-07-02,In service,7.72
FL00032,2025-07-03,In service,19.14
FL00032,2025-07-04,In service,21.41
FL00032,2025-07-05,Under maintenance,0.0
FL00032,2025-07-06,In service,16.67
FL00032,2025-07-07,In service,9.44
FL00032,2025-07-08,Under maintenance,0.0
FL00032,2025-07-09,In service,5.06
FL00032,2025-07-10,In service,22.75
FL00032,2025-07-11,In service,18.26
FL00032,2025-07-12,In service,23.06
FL00032,2025-07-13,In service,11.96
FL00032,2025-07-14,In service,20.74
FL00032,2025-07-15,In service,19.64
FL00032,2025-07-16,In service,16.34
FL00032,2025-07-17,In service,6.65
FL00032,2025-07-18,In service,16.07
FL00032,2025-07-19,In service,12.64
FL00032,2025-07-20,In service,7.69
FL00032,2025-07-21,Under maintenance,0.0
FL00032,2025-07-22,In service,13.02
FL00032,2025-07-23,In service,16.36
FL00032,2025-07-24,Under maintenance,0.0
FL00032,2025-07-25,In service,19.97
FL00032,2025-07-26,In service,14.88
FL00032,2025-07-27,In service,15.9
FL00032,2025-07-28,In service,18.32
FL00032,2025-07-29,In service,16.9
FL00032,2025-07-30,In service,7.29
FL00032,2025-07-31,In service,5.12
FL00032,2025-08-01,In service,16.18
FL00032,2025-08-02,In service,21.11
FL00032,2025-08-03,In service,12.48
FL00032,2025-08-04,In service,12.29
FL00032,2025-08-05,Under maintenance,0.0
FL00032,2025-08-06,In service,12.93
FL00032,2025-08-07,In service,11.96
FL00032,2025-08-08,In service,5.66
FL00032,2025-08-09,In service,10.24
FL00032,2025-08-10,In service,14.2
FL00032,2025-08-11,In service,14.9
FL00032,2025-08-12,In service,19.88
FL00032,2025-08-13,Under maintenance,0.0
FL00032,2025-08-14,In service,23.56
FL00032,2025-08-15,Under maintenance,0.0
FL00032,2025-08-16,In service,8.14
FL00032,2025-08-17,In service,7.77
FL00032,2025-08-18,Under maintenance,0.0
FL00032,2025-08-19,In service,9.58
FL00032,2025-08-20,In service,10.35
FL00032,2025-08-21,In service,14.11
FL00032,2025-08-22,In service,20.32
FL00032,2025-08-23,In service,16.23
FL00032,2025-08-24,In service,9.36
FL00032,2025-08-25,Under maintenance,0.0
FL00032,2025-08-26,Under maintenance,0.0
FL00032,2025-08-27,In service,11.68
FL00032,2025-08-28,In service,7.71
FL00032,2025-08-29,Under maintenance,0.0
FL00032,2025-08-30,Under maintenance,0.0
FL00032,2025-08-31,In service,11.01
FL00033,2025-06-01,In service,25.87
FL00033,2025-06-02,In service,26.15
FL00033,2025-06-03,In service,7.15
FL00033,2025-06-04,In service,13.36
FL00033,2025-06-05,In service,15.26
FL00033,2025-06-06,In service,24.47
FL00033,2025-06-07,In service,13.23
FL00033,2025-06-08,In service,18.0
FL00033,2025-06-09,In service,20.68
FL00033,2025-06-10,In service,15.38
FL00033,2025-06-11,In service,18.68
FL00033,2025-06-12,Under maintenance,0.0
FL00033,2025-06-13,Under maintenance,0.0
FL00033,2025-06-14,In service,12.87
FL00033,2025-06-15,In service,13.94
FL00033,2025-06-16,In service,19.3
FL00033,2025-06-17,In service,11.57
FL00033,2025-06-18,In service,9.88
FL00033,2025-06-19,In service,20.46
FL00033,2025-06-20,In service,18.15
FL00033,2025-06-21,In service,14.55
FL00033,2025-06-22,In service,11.13
FL00033,2025-06-23,In service,21.81
FL00033,2025-06-24,In service,18.18
FL00033,2025-06-25,In service,14.64
FL00033,2025-06-26,In service,19.66
FL00033,2025-06-27,In service,13.43
FL00033,2025-06-28,In service,15.22
FL00033,2025-06-29,In service,8.79
FL00033,2025-06-30,Under maintenance,0.0
FL00033,2025-07-01,In service,7.66
FL00033,2025-07-02,In service,16.21
FL00033,2025-07-03,Under maintenance,0.0
FL00033,2025-07-04,In service,18.46
FL00033,2025-07-05,Under maintenance,0.0
FL00033,2025-07-06,In service,7.82
FL00033,2025-07-07,In service,20.2
FL00033,2025-07-08,In service,15.81
FL00033,2025-07-09,In service,15.21
FL00033,2025-07-10,In service,9.83
FL00033,2025-07-11,In service,28.45
FL00033,2025-07-12,In service,17.51
FL00033,2025-07-13,In service,16.61
FL00033,2025-07-14,In service,19.93
FL00033,2025-07-15,In service,15.99
FL00033,2025-07-16,In service,16.09
FL00033,2025-07-17,In service,9.19
FL00033,2025-07-18,Under maintenance,0.0
FL00033,2025-07-19,Under maintenance,0.0
FL00033,2025-07-20,In service,11.8
FL00033,2025-07-21,In service,21.45
FL00033,2025-07-22,Under maintenance,0.0
FL00033,2025-07-23,In service,6.38
FL00033,2025-07-24,In service,24.73
FL00033,2025-07-25,In service,12.97
FL00033,2025-07-26,In service,9.24
FL00033,2025-07-27,In service,12.3
FL00033,2025-07-28,In service,21.64
FL00033,2025-07-29,In service,13.75
FL00033,2025-07-30,In service,15.71
FL00033,2025-07-31,Under maintenance,0.0
FL00033,2025-08-01,In service,23.62
FL00033,2025-08-02,In service,10.92
FL00033,2025-08-03,In service,12.73
FL00033,2025-08-04,In service,11.07
FL00033,2025-08-05,In service,9.87
FL00033,2025-08-06,In service,10.78
FL00033,2025-08-07,In service,12.45
FL00033,2025-08-08,In service,18.48
FL00033,2025-08-09,In service,20.55
FL00033,2025-08-10,Under maintenance,0.0
FL00033,2025-08-11,In service,21.2
FL00033,2025-08-12,In service,13.51
FL00033,2025-08-13,Under maintenance,0.0
FL00033,2025-08-14,Under maintenance,0.0
FL00033,2025-08-15,In service,16.4
FL00033,2025-08-16,In service,15.9
FL00033,2025-08-17,In service,12.93
FL00033,2025-08-18,In service,14.06
FL00033,2025-08-19,In service,18.41
FL00033,2025-08-20,In service,26.06
FL00033,2025-08-21,In service,21.83
FL00033,2025-08-22,In service,17.79
FL00033,2025-08-23,In service,3.85
FL00033,2025-08-24,In service,17.29
FL00033,2025-08-25,Under maintenance,0.0
FL00033,2025-08-26,In service,8.95
FL00033,2025-08-27,In service,4.53
FL00033,2025-08-28,In service,25.7
FL00033,2025-08-29,In service,14.23
FL00033,2025-08-30,In service,14.02
FL00033,2025-08-31,Under maintenance,0.0
FL00034,2025-06-01,In service,8.57
FL00034,2025-06-02,In service,18.81
FL00034,2025-06-03,In service,16.27
FL00034,2025-06-04,Under maintenance,0.0
FL00034,2025-06-05,In service,11.8
FL00034,2025-06-06,In service,9.06
FL00034,2025-06-07,In service,10.26
FL00034,2025-06-08,In service,15.05
FL00034,2025-06-09,In service,29.23
FL00034,2025-06-10,In service,12.3
FL00034,2025-06-11,In service,7.0
FL00034,2025-06-12,In service,11.13
FL00034,2025-06-13,In service,9.33
FL00034,2025-06-14,In service,7.54
FL00034,2025-06-15,In service,15.73
FL00034,2025-06-16,Under maintenance,0.0
FL00034,2025-06-17,In service,22.16
FL00034,2025-06-18,In service,14.61
FL00034,2025-06-19,Under maintenance,0.0
FL00034,2025-06-20,In service,24.49
FL00034,2025-06-21,Under maintenance,0.0
FL00034,2025-06-22,In service,20.07
FL00034,2025-06-23,In service,9.2
FL00034,2025-06-24,In service,17.65
FL00034,2025-06-25,In service,26.0
FL00034,2025-06-26,Under maintenance,0.0
FL00034,2025-06-27,In service,19.88
FL00034,2025-06-28,In service,14.48
FL00034,2025-06-29,In service,14.53
FL00034,2025-06-30,In service,22.72
FL00034,2025-07-01,In service,19.62
FL00034,2025-07-02,In service,13.2
FL00034,2025-07-03,In service,12.89
FL00034,2025-07-04,In service,7.96
FL00034,2025-07-05,In service,16.21
FL00034,2025-07-06,In service,16.52
FL00034,2025-07-07,In service,22.23
FL00034,2025-07-08,Under maintenance,0.0
FL00034,2025-07-09,In service,13.13
FL00034,2025-07-10,In service,24.97
